altura,fnac,fortuna,nacionalidad,nombre,peso
[1.83],"April 14, 1966",[70000000.0],American,Gregory Alan Maddux,
[1.88],"October 16, 1992 ",[70000000.0],American,Bryce Aron Max Harper ,[104.0]
[1.84],"November 12, 1968",[70000000.0],Dominican,Samuel Kelvin Peralta Sosa,[75.0]
,"July 27, 1984",[68000000.0],American,Maxwell M. Scherzer,[98.0]
,"November 22, 1974",[67000000.0],American,Joseph Michael Nathan,[102.0]
[1.75],"November 27, 1971",[65000000.0],Puerto Rican-American,Iván Rodríguez Torres,
[1.88],"November 21, 1969",[65000000.0],American,"George Kenneth Griffey, Jr.",[104.0]
[1.88],"August 20, 1973",[65000000.0],American,Todd Lynn Helton,
[1.83],"March 13, 1979",[65000000.0],Venezuela,Johan Alexander Santana Araque,[95.0]
[1.93],"August 4, 1962",[60000000.0],United States,William Roger Clemens,[93.0]
[1.85],"January 7, 1976",[60000000.0],Dominican,Alfonso Guilleard Soriano,
,"May 13, 1978",[60000000.0],American,Barry William Zito,
[1.88],"November 5, 1973",[60000000.0],United States,Johnny David Damon ,[79.0]
[1.88],"July 18, 1940",[60000000.0],United States,Joseph Paul Torre ,
[1.88],"January 31, 1947",[60000000.0],United States,Lynn Nolan Ryan Jr.,
[1.93],"December 27, 1983",[60000000.0],United States,"Colbert Michael ""Cole"" Hamels",[86.0]
[1.96],"June 1, 1981 ",[60000000.0],Venezuelan,Carlos Alberto Zambrano,[118.0]
[1.93],"January 15, 1980",[60000000.0],United States,Matt Thomas Holliday,[113.0]
,"June 18, 1975",[60000000.0],American,Torii Kedar Hunter,[102.0]
,"October 23, 1978",[60000000.0],American,John Derran Lackey,
,"December 8, 1954",[1900000000.0],English,Richard Clive Desmond ,
,"September 8, 1951",[1850000000.0],American,Jeffrey Lurie,
,1976,[1800000000.0],Irish,,
